id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
168,RK0205PMD,Teriak,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6936637,100.3474689,217.14,9.38,Belum,-,-,Habibi,29/09/2021 13:16,200000,6588.42,-,Brown (1997),media/1632896216378.jpg,media/1632896222235.jpg,media/1632896230402.jpg,media/1632896235477.jpg,
169,RK0206PMD,Kotuko,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,27,Hutan Desa Pemandang,mineral,Pembinaan,0.6936141,100.3473708,201.13,9.39,Belum,-,-,Rahmad,29/09/2021 13:19,200000,4890.63,-,Brown (1997),media/1632896456072.jpg,media/1632896461623.jpg,media/1632896469064.jpg,media/1632896477489.jpg,
170,RK0207PMD,Bintangur,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6943304,100.3472613,187.27,9.32,Belum,-,-,Habibi,29/09/2021 13:28,200000,2824.79,-,Chave et al (2014),media/1632896957902.jpg,media/1632896964800.jpg,media/1632896974990.jpg,media/1632896981571.jpg,
171,RK0208PMD,Seminai,Madhuca utilis,Pohon Dewasa,icon/mature_tree.svg,Endangered,49,27,Hutan Desa Pemandang,mineral,Pembinaan,0.6943374,100.3472733,197.14,9.32,Belum,-,-,Rahmad,29/09/2021 13:32,200000,7685,-,Chave et al (2014),media/1632897184659.jpg,media/1632897190815.jpg,media/1632897199531.jpg,media/1632897205743.jpg,
172,RK0209PMD,Bintangur,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,27,Hutan Desa Pemandang,mineral,Pembinaan,0.6943646,100.3472761,197.17,9.32,Belum,-,-,Habibi,29/09/2021 13:35,200000,3832.28,-,Chave et al (2014),media/1632897325122.jpg,media/1632897331142.jpg,media/1632897351241.jpg,media/1632897358055.jpg,
173,RK0210PMD,Bintangur,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,44,22,Hutan Desa Pemandang,mineral,Pembinaan,0.694384,100.3472837,209.68,9.31,Belum,-,-,Habibi,29/09/2021 13:38,200000,3003.31,-,Chave et al (2014),media/1632897971993.jpg,media/1632897986786.jpg,media/1632897528765.jpg,media/1632897533443.jpg,
174,RK0211PMD,Kayuasok,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,54,33,Hutan Desa Pemandang,mineral,Pembinaan,0.6944844,100.3473225,195.82,9.3,Belum,-,-,Rahmad,29/09/2021 13:41,200000,10449.84,-,Brown (1997),media/1632897761359.jpg,media/1632897767091.jpg,media/1632897773490.jpg,media/1632897778623.jpg,
175,RK0074PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,98,25,Hutan Desa Pemandang,mineral,Pembinaan,0.694281,100.348056,222.36,9.29,Belum,-,-,Oon Rexno,28/09/2021 15:18,200000,19970.37,-,Chave et al (2014),media/1632817322519.jpg,media/1632817327678.jpg,media/1632817335410.jpg,media/1632817345304.jpg,
176,RK0076PMD,Linggua,Pterocarpus indicus,Pohon Dewasa,icon/mature_tree.svg,Endangered,78,22,Hutan Desa Pemandang,mineral,Pembinaan,0.6942368,100.3479624,210.16,9.29,Belum,-,-,Oon Rexno,28/09/2021 15:24,200000,9421.59,-,Chave et al (2014),media/1632817789291.jpg,media/1632817804055.jpg,media/1632817808249.jpg,media/1632817840370.jpg,
177,RK0078PMD,Tampui,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6941917,100.348069,194.22,9.29,Belum,-,-,Oon Rexno,28/09/2021 15:32,200000,2187.09,-,Chave et al (2014),media/1632818142104.jpg,media/1632818147070.jpg,media/1632818152554.jpg,media/1632818156540.jpg,
178,RK0080PMD,Kembang semangkok,Scaphium macropodum,Pohon Dewasa,icon/mature_tree.svg,Least Concern,58,27,Hutan Desa Pemandang,mineral,Pembinaan,0.6941371,100.3478638,193.72,9.31,Belum,-,-,Oon Rexno,28/09/2021 15:38,200000,7335.9,-,Chave et al (2014),media/1632818503422.jpg,media/1632818508517.jpg,media/1632818514244.jpg,media/1632818519630.jpg,
179,RK0082PMD,Rengas,Gluta aptera,Pohon Dewasa,icon/mature_tree.svg,Not Define,43,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6941129,100.3479905,200.62,9.31,Belum,-,-,Oon Rexno,28/09/2021 15:44,200000,2921.75,-,Chave et al (2014),media/1632818845517.jpg,media/1632818850227.jpg,media/1632818855060.jpg,media/1632818859147.jpg,
180,RK0084PMD,Keruing,Dipterocarpus spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6941541,100.3478344,197.29,9.31,Belum,-,-,Satria,28/09/2021 15:50,200000,4163.56,-,Chave et al (2014),media/1632819194408.jpg,media/1632819198766.jpg,media/1632819203170.jpg,media/1632819207415.jpg,
181,RK0086PMD,Kacang,Leguminosae sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,60,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6942392,100.3477716,213.7,9.3,Belum,-,-,Oon Rexno,28/09/2021 15:55,200000,13641.94,-,Chave et al (2014),media/1632819472790.jpg,media/1632819477364.jpg,media/1632819482414.jpg,media/1632819486791.jpg,
182,RK0088PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,50,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6942783,100.347816,204.11,9.3,Belum,-,-,Oon Rexno,28/09/2021 14:58,200000,4318.35,-,Chave et al (2014),media/1632819719641.jpg,media/1632819723958.jpg,media/1632819728073.jpg,media/1632819732504.jpg,
183,RK0090PMD,Bintangur,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,17,Hutan Desa Pemandang,mineral,Pembinaan,0.6941328,100.3477821,205.77,9.31,Belum,-,-,Satria,28/09/2021 16:04,200000,2132.44,-,Chave et al (2014),media/1632820064906.jpg,media/1632820069341.jpg,media/1632820073532.jpg,media/1632820077356.jpg,
184,RK0092PMD,Laban,Vitex pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6940574,100.3477531,201.91,9.32,Belum,-,-,Oon Rexno,28/09/2021 16:08,200000,2950.35,-,Chave et al (2014),media/1632820384233.jpg,media/1632820388886.jpg,media/1632820394064.jpg,media/1632820398161.jpg,
185,RK0094PMD,Bintangur,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,51,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6940428,100.3477487,198.25,9.32,Belum,-,-,Oon Rexno,28/09/2021 16:15,200000,3650.55,-,Chave et al (2014),media/1632820693567.jpg,media/1632820712336.jpg,media/1632820717338.jpg,media/1632820722686.jpg,
186,RK0096PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,54,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6939976,100.3478549,210.87,9.32,Belum,-,-,Satria,28/09/2021 16:20,200000,10449.84,-,Brown (1997),media/1632821050118.jpg,media/1632821057749.jpg,media/1632821075445.jpg,media/1632821082303.jpg,
187,RK0098PMD,Medang,Cinnamomum spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,80,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6941683,100.3476911,204.9,9.31,Belum,-,-,Oon Rexno,28/09/2021 16:26,200000,8818.42,-,Chave et al (2014),media/1632821363502.jpg,media/1632821368311.jpg,media/1632821373107.jpg,media/1632821377035.jpg,
188,RK0100PMD,Keranji,Dialium spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,73,15,Hutan Desa Pemandang,mineral,Pembinaan,0.694348,100.3476667,196.46,9.3,Belum,-,-,Satria,28/09/2021 16:31,200000,8569.27,-,Chave et al (2014),media/1632821694077.jpg,media/1632821698895.jpg,media/1632821702984.jpg,media/1632821706973.jpg,
189,RK0068PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,54,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6940522,100.347793,195.55,9.32,Belum,-,-,Oon Rexno,28/09/2021 14:43,200000,4527.95,-,Chave et al (2014),media/1632815231378.jpg,media/1632815245037.jpg,media/1632815250569.jpg,media/1632815255575.jpg,
190,RK0071,Tempinis,Sloetia elongata,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6942637,100.3479086,207.75,9.29,Belum,-,-,Satria,28/09/2021 15:02,200000,2604.52,-,Chave et al (2014),media/1632816436261.jpg,media/1632816441261.jpg,media/1632816445987.jpg,media/1632816449958.jpg,
191,RK0072PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,68,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6940759,100.3481116,184.21,9.3,Belum,-,-,Oon Rexno,28/09/2021 15:10,200000,18724.1,-,Brown (1997),media/1632816810376.jpg,media/1632816821468.jpg,media/1632816826155.jpg,media/1632816884508.jpg,
192,RK0166PMD,Sendok sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Not Define,46,15,Hutan Desa Pemandang,mineral,Pembinaan,0.693744,100.3472157,218.71,9.38,Belum,-,-,Oon Rexno,29/09/2021 11:03,200000,1602.38,-,Chave et al (2014),media/1632888588955.jpg,media/1632888597381.jpg,media/1632888605965.jpg,media/1632888614427.jpg,
193,RK0167PMD,Darah darah,Myristica spp,Pohon Muda,icon/young_tree.svg,Least Concern,34,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6937514,100.3471457,222.03,9.38,Belum,-,-,Oon Rexno,29/09/2021 11:13,50000,1081.97,-,Chave et al (2014),media/1632888946669.jpg,media/1632888956117.jpg,media/1632888965270.jpg,media/1632888972967.jpg,
194,RK0168PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,41,15,Hutan Desa Pemandang,mineral,Pembinaan,0.69379,100.3470967,213.02,9.38,Belum,-,-,Oon Rexno,29/09/2021 11:18,200000,5205.91,-,Brown (1997),media/1632889271555.jpg,media/1632889281515.jpg,media/1632889289551.jpg,media/1632889297192.jpg,
195,RK0169PMD,Mempening,Quercus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,10,Hutan Desa Pemandang,mineral,Pembinaan,0.6938017,100.3471883,225.74,9.38,Belum,-,-,Oon Rexno,29/09/2021 11:23,200000,1864.29,-,Chave et al (2014),media/1632889578989.jpg,media/1632889590654.jpg,media/1632889598934.jpg,media/1632889607859.jpg,
196,RK0170PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6938895,100.3471127,214.28,9.37,Belum,-,-,Satria,29/09/2021 11:28,200000,2510.95,-,Chave et al (2014),media/1632889923205.jpg,media/1632889932816.jpg,media/1632889940816.jpg,media/1632889949093.jpg,
197,RK0171PMD,Gelumpang,Sterculia foetida,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6939316,100.347156,235.36,9.36,Belum,-,-,Oon Rexno,29/09/2021 11:34,200000,3071.78,-,Chave et al (2014),media/1632890269776.jpg,media/1632890283254.jpg,media/1632890291888.jpg,media/1632890299567.jpg,
198,RK0172PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6937967,100.3473406,187.98,9.37,Belum,-,-,Satria,29/09/2021 11:43,200000,3848.34,-,Chave et al (2014),media/1632890881674.jpg,media/1632890896604.jpg,media/1632890907104.jpg,media/1632890914982.jpg,
199,RK0173PMD,Medang,Cinnamomum spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,41,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6939153,100.3473905,206.77,9.35,Belum,-,-,Oon Rexno,29/09/2021 11:51,200000,1923.66,-,Chave et al (2014),media/1632891229692.jpg,media/1632891238651.jpg,media/1632891246603.jpg,media/1632891254627.jpg,
200,RK0174PMD,Plajau,Pentaspadon motleyi,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6938617,100.3474267,205.35,9.36,Belum,-,-,Oon Rexno,29/09/2021 11:58,200000,3405.36,-,Chave et al (2014),media/1632891650803.jpg,media/1632891659742.jpg,media/1632891668731.jpg,media/1632891677758.jpg,
201,RK0175PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6939888,100.3474872,218.61,9.34,Belum,-,-,Oon Rexno,29/09/2021 12:01,200000,2028.83,-,Chave et al (2014),media/1632891971383.jpg,media/1632891981059.jpg,media/1632891992935.jpg,media/1632892000925.jpg,
202,RK0176PMD,Jao-jao,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,95,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6940285,100.3475176,167.65,9.34,Belum,-,-,Oon Rexno,29/09/2021 13:06,200000,43630.9,-,Brown (1997),media/1632895790227.jpg,media/1632895803508.jpg,media/1632895813516.jpg,media/1632895823454.jpg,
203,RK0177PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6938843,100.3475612,175.32,9.35,Belum,-,-,Oon Rexno,29/09/2021 13:11,200000,2248.56,-,Chave et al (2014),media/1632896105147.jpg,media/1632896112845.jpg,media/1632896120861.jpg,media/1632896128516.jpg,
204,RK0178PMD,Keranji,Dialium spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,43,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6940734,100.3474722,179.94,9.33,Belum,-,-,Oon Rexno,29/09/2021 13:16,200000,5021.02,-,Chave et al (2014),media/1632896398952.jpg,media/1632896407664.jpg,media/1632896416468.jpg,media/1632896424608.jpg,
205,RK0179PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,52,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6939917,100.347375,183.57,9.35,Belum,-,-,Satria,29/09/2021 13:22,200000,5796.31,-,Chave et al (2014),media/1632896748233.jpg,media/1632896757630.jpg,media/1632896768812.jpg,media/1632896778465.jpg,
206,RK0180PMD,Keruing,Dipterocarpus spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,72,20,Hutan Desa Pemandang,mineral,Pembinaan,0.694111,100.3472188,172.98,9.34,Belum,-,-,Oon Rexno,29/09/2021 13:28,200000,9187.45,-,Chave et al (2014),media/1632897079406.jpg,media/1632897088615.jpg,media/1632897097313.jpg,media/1632897104843.jpg,
207,RK0181PMD,Pengatasan,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,41,20,Hutan Desa Pemandang,mineral,Pembinaan,0.69413,100.34718,186.03,9.34,Belum,-,-,Oon Rexno,29/09/2021 13:31,200000,5205.91,-,Brown (1997),media/1632897366616.jpg,media/1632897376151.jpg,media/1632897384539.jpg,media/1632897392778.jpg,
208,RK0182PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,49,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6941903,100.3471962,177.45,9.34,Belum,-,-,Satria,29/09/2021 13:38,200000,8172.4,-,Brown (1997),media/1632897669624.jpg,media/1632897680751.jpg,media/1632897690093.jpg,media/1632897699521.jpg,
209,RK0183PMD,Gelumpang,Sterculia foetida,Pohon Dewasa,icon/mature_tree.svg,Not Define,66,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6942152,100.3471919,178.13,9.34,Belum,-,-,Oon Rexno,29/09/2021 13:41,200000,7750.87,-,Chave et al (2014),media/1632898058052.jpg,media/1632898068838.jpg,media/1632898077506.jpg,media/1632898087601.jpg,
210,RK0184PMD,Sijunjung,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,47,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6940438,100.3472885,180.18,9.35,Belum,-,-,Oon Rexno,29/09/2021 13:48,200000,7354.63,-,Brown (1997),media/1632898437287.jpg,media/1632898446787.jpg,media/1632898454634.jpg,media/1632898463795.jpg,
211,RK0185PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6941447,100.3472312,186.58,9.34,Belum,-,-,Satria,29/09/2021 13:53,200000,2473.24,-,Chave et al (2014),media/1632898647905.jpg,media/1632898698452.jpg,media/1632898736358.jpg,media/1632898744375.jpg,
